compound_name,retention_time,smiles,split_index
"3-[[6-[[1,4a-dimethyl-6-methylidene-5-[2-(5-oxo-2H-furan-4-yl)ethyl]-3,4,5,7,8,8a-hexahydro-2H-naphthalen-1-yl]methoxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoic acid",5.091,CC1(CCCC2(C1CCC(=C)C2CCC3=CCOC3=O)C)COC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O,1
"13-methoxy-1,6-diazatetracyclo[7.6.1.0?,ï¿½?.0ï¿½?,ï¿½?]hexadeca-3,5,7,9(16),10,12,14-heptaen-2-one",4.259,COC1=CC2=C(C=C1)C3=C4N2C(=O)C=CC4=NC=C3,2
"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(5-hydroxy-4-oxo-2-phenylchromen-7-yl)oxyoxane-2-carboxylic acid",3.512,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,1
Picropodophyllin,4.249,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,1
Phloracetophenone,2.451,CC(=O)C1=C(C=C(C=C1O)O)O,1
"[(2R,3R,4R,5R)-4-acetyloxy-5-(2,4-dioxopyrimidin-1-yl)-2-(hydroxymethyl)oxolan-3-yl] 2,4-dimethoxy-6-methylbenzoate",4.146,CC1=CC(=CC(=C1C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]2OC(=O)C)N3C=CC(=O)NC3=O)CO)OC)OC,1
"(2S,3R,5R,10R,13R,14S,17S)-2,3,14-trihydroxy-10,13-dimethyl-17-[(2R,3R)-2,3,6-trihydroxy-6-methylheptan-2-yl]-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one",2.028,C[C@]12CCC3C(=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)[C@@]1(CC[C@@H]2[C@](C)([C@@H](CCC(C)(C)O)O)O)O,1
"6-[(6,8-dihydroxy-7-methoxy-3-methyl-1-oxo-3,4-dihydroisochromen-4-yl)oxy]-4,8-dihydroxy-7-methoxy-3-methyl-3,4-dihydroisochromen-1-one",4.821,CC1C(C2=CC(=C(C(=C2C(=O)O1)O)OC)OC3C(OC(=O)C4=C(C(=C(C=C34)O)OC)O)C)O,1
1-methyl-2-undecylquinolin-4-one,7.448,CCCCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1C,1
"[(4R,5S,6R,6aS,7R,10aR,11bR)-5-acetyloxy-6-hydroxy-10a-methoxy-4,7,11b-trimethyl-9-oxo-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-4-yl]methyl acetate",5.618,C[C@@H]1[C@@H]2[C@H]([C@H](C3[C@](CCC[C@@]3(C2C[C@@]4(C1=CC(=O)O4)OC)C)(C)COC(=O)C)OC(=O)C)O,1
"5,7-Dihydroxyflavanone",5.379,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,1
Anhydrobrazilic Acid,2.254,COC1=CC2=C(C=C1)C(=O)C(=CO2)CC(=O)O,1
"4-hydroxy-3-[(E)-7-hydroxy-3,7-dimethyl-4-oxooct-5-enyl]-5-(3-methylbut-2-enyl)benzoic acid",5.383,CC(CCC1=C(C(=CC(=C1)C(=O)O)CC=C(C)C)O)C(=O)/C=C/C(C)(C)O,1
ATROPINE,3.401,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,1
"methyl (2S,3R,4S)-4-[[(1R)-2-acetyl-6,7-dihydroxy-3,4-dihydro-1H-isoquinolin-1-yl]methyl]-3-ethenyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-5-carboxylate",2.301,CC(=O)N1CCC2=CC(=C(C=C2[C@H]1C[C@H]3[C@H]([C@@H](OC=C3C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C)O)O,1
Atalaphylline,6.054,CC(=CCC1=C2C(=C(C(=C1O)CC=C(C)C)O)C(=O)C3=C(N2)C(=CC=C3)O)C,2
Carpachromene,5.896,CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)C,1
"5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one",5.463,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O,1
GAMBOGIC ACID,6.368,CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C,1
Ilicicolin A,6.43,CC1=C(C(=C(C(=C1Cl)O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O)C=O,1
"3-[6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",1.955,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2O)OCC3C(C(C(C(O3)OC4=C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)C)O)O)O)O,2
Prunin,2.568,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O,1
ARTENIMOL,4.016,C[C@@H]1CC[C@H]2[C@H](C(O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C,1
2-(6-hydroxyhexyl)-3-methylidenebutanedioic acid,1.571,C=C(C(CCCCCCO)C(=O)O)C(=O)O,1
"5-[(1S,2R,4aR)-5-(acetyloxymethyl)-1,2,4a-trimethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]-3-methylpentanoic acid",5.968,C[C@@H]1CC[C@@]2(C([C@@]1(C)CCC(C)CC(=O)O)CCC=C2COC(=O)C)C,1
"(1R,2E,7R,10E,12S,13S,15R)-12,15-dihydroxy-7-methyl-8-oxabicyclo[11.3.0]hexadeca-2,10-dien-9-one",3.739,C[C@@H]1CCC/C=C/[C@H]2C[C@H](C[C@@H]2[C@H](/C=C/C(=O)O1)O)O,2
"(2R,3S,4S,5R,6R)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol",1.412,C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OCCC3=CC=CC=C3)CO)O)O)O)(CO)O,1
Pantethine,1.569,CC(C)(CO)C(C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(C(C)(C)CO)O)O,1
"(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxyphenyl)hepta-1,4,6-trien-3-one",5.618,C1=CC(=CC=C1/C=C/C(=C/C(=O)/C=C/C2=CC=C(C=C2)O)/O)O,1
"3-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4-hydroxyphenyl]-7-hydroxychromen-4-one",5.858,CC(=CCC/C(=C/CC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)/C)C,1
"(1S,4aS,7R,7aS)-7-hydroxy-7-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,7a-dihydro-1H-cyclopenta[c]pyran-4-carboxylic acid",1.82,C1=C[C@@]([C@@H]2[C@H]1C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)O)(COC(=O)/C=C/C4=CC=C(C=C4)O)O,1
"3-hydroxy-3-methyl-5-oxo-5-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(2-methyl-4-oxopyran-3-yl)oxyoxan-2-yl]methoxy]pentanoic acid",0.934,CC1=C(C(=O)C=CO1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)CC(C)(CC(=O)O)O)O)O)O,2
Visnagin,3.6,CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=CO3,1
TETRACYCLINE,3.485,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)[O-])C(=O)N)[NH+](C)C)O,1
OBLIQUIN,5.358,CC(=C)C1COC2=C(O1)C=C3C=CC(=O)OC3=C2,1
gerberinside,1.508,CC1=C2C(=CC=C1)OC(=O)C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,1
"methyl (1S,2R,4R,8R,9S,10R,13R,15R)-2-(acetyloxy)-13-(furan-3-yl)-9-(2-methoxy-2-oxoethyl)-4,8,10,12-tetramethyl-7-oxo-16-oxatetracyclo[8.6.0.0³,?.0¹¹,¹?]hexadeca-5,11-diene-4-carboxylate",5.781,CC1=C2[C@@H](C[C@H]1C3=COC=C3)O[C@H]4[C@@]2([C@@H]([C@@]5(C([C@H]4OC(=O)C)[C@](C=CC5=O)(C)C(=O)OC)C)CC(=O)OC)C,2
"5-[(3S,8R,10R,13R,14S,17R)-3-[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one",4.334,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6([C@@H]5CCC4=C3)O)C7=COC(=O)C=C7)C)C)CO)O)O)O,1
JACAGLABROSIDE B,3.259,C1=CC=C(C=C1)CC(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)CC3(C=CC(=O)C=C3)O)COC(=O)CC4(C=CC(=O)C=C4)O)O)O,1
Tetrahydrosappanone A Trimethyl Ether,1.894,COC1=CC2=C(C=C1)[C@@H]([C@@H](CO2)CC3=CC(=C(C=C3)OC)OC)O,1
"(2E,4E)-N-(2-methylpropyl)-6-thiophen-2-ylhexa-2,4-dienamide",5.448,CC(C)CNC(=O)/C=C/C=C/CC1=CC=CS1,1
"(1S,4aS,7S,7aS)-7-hydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[(4-hydroxybenzoyl)oxymethyl]oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carboxylic acid",1.909,C[C@@]1(CC[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)C4=CC=C(C=C4)O)O)O)O)O,1
deferrioxamine E,1.965,C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O,1
Nonic Acid,3.022,CCCCC[C@H](CC(=O)O)C(=O)O,1
"3-methyl-3,4-dihydro-1H-1,4-benzodiazepine-2,5-dione",0.92,CC1C(=O)NC2=CC=CC=C2C(=O)N1,1
"(2S,3S,4S)-3,4-dihydroxy-6-methoxy-3-methyl-7-methylidene-2-pentyl-2,4-dihydropyrano[2,3-c]pyrrol-5-one",4.625,CCCCC[C@H]1[C@@]([C@H](C2=C(O1)C(=C)N(C2=O)OC)O)(C)O,1
"ï¿½N-[4,5-dihydroxy-2-[[4-[hydroxy(phenyl)methyl]-5-oxo-3-phenyl-2H-furan-2-yl]oxy]-6-(methoxymethyl)oxan-3-yl]acetamide",3.843,CC(=O)NC1C(C(C(OC1OC2C(=C(C(=O)O2)C(C3=CC=CC=C3)O)C4=CC=CC=C4)COC)O)O,1
"(2S,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-6-methyl-2,3-dihydrochromen-4-one",3.196,CC1=C(C2=C(C=C1O)O[C@H]([C@@H](C2=O)O)C3=CC(=C(C=C3)O)O)O,1
"[1a-(hydroxymethyl)-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,5a,6,6a-tetrahydro-1bH-oxireno[5,6]cyclopenta[1,3-c]pyran-6-yl] 3,4-dimethoxybenzoate",2.808,COC1=C(C=C(C=C1)C(=O)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)OC,1
"[(1R,3R,4R,4aS)-4-hydroxy-3,4a,8,8-tetramethyl-4-[2-(5-oxo-2H-furan-3-yl)ethyl]-2,3,5,6,7,8a-hexahydro-1H-naphthalen-1-yl] acetate",5.722,C[C@@H]1C[C@H](C2[C@@]([C@]1(CCC3=CC(=O)OC3)O)(CCCC2(C)C)C)OC(=O)C,2
"[(1aS,1bS,2S,5aR,6S,6aS)-1a-(hydroxymethyl)-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,5a,6,6a-tetrahydro-1bH-oxireno[5,6]cyclopenta[1,3-c]pyran-6-yl] (E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate",2.735,COC1=C(C=C(C=C1)/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,1
"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(E)-3-phenylprop-2-enoyl]oxymethyl]oxan-2-yl] 3,4,5-trihydroxybenzoate",3.176,C1=CC=C(C=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O,1
Acacetin,5.428,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,1
Dechlorogriseofulvin,4.142,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C=C(C=C3OC)OC)OC,1
"[(E)-3-acetyloxy-6,7-dihydroxy-7-(6-oxo-2,3-dihydropyran-2-yl)hept-4-en-2-yl] acetate",2.173,CC(C(/C=C/C(C(C1CC=CC(=O)O1)O)O)OC(=O)C)OC(=O)C,1
"methyl (5Z)-5-ethylidene-4-[2-[[3-[2-[(3Z)-3-ethylidene-5-methoxycarbonyl-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-4-yl]acetyl]oxy-5-[1-[2-[(3Z)-3-ethylidene-5-methoxycarbonyl-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-4-yl]acetyl]oxy-3-hydroxypropan-2-yl]-2-methylcyclopentyl]methoxy]-2-oxoethyl]-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",4.104,C/C=C\1/C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCC3C(C(CC3C(CO)COC(=O)CC\4C(=COC(/C4=C\C)OC5C(C(C(C(O5)CO)O)O)O)C(=O)OC)OC(=O)CC\6C(=COC(/C6=C\C)OC7C(C(C(C(O7)CO)O)O)O)C(=O)OC)C,1
Sorbitol,0.269,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,2
"(3S,4S,5R)-4-[(2R,3R)-2,3-dihydroxy-3-[(2S,3R,5R,10R,13R,14S,17S)-2,3,14-trihydroxy-10,13-dimethyl-6-oxo-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]butyl]-3,5-dimethyloxolan-2-one",2.566,C[C@H]1[C@@H]([C@H](OC1=O)C)C[C@H]([C@@](C)([C@H]2CC[C@@]3([C@@]2(CCC4C3=CC(=O)[C@H]5[C@@]4(C[C@@H]([C@@H](C5)O)O)C)C)O)O)O,1
ACARBOSE,0.343,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,1
"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychromen-4-one",3.073,COC1=CC(=C2C(=C1)OC(=C(C2=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)C5=CC=C(C=C5)O)O,1
HYDRANGENOSIDE C,3.602,COC(=O)C1=COC(C(C1CC2CC(=O)CC(O2)CCC3=CC=C(C=C3)O)C=C)OC4C(C(C(C(O4)CO)O)O)O,1
COLFORSIN,5.502,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,1
"methyl (4bR,10aR,12aS)-6-hydroxy-3,4b,7,7,10a,12a-hexamethyl-12-methylidene-1,4,5,8-tetraoxo-10b,11-dihydronaphtho[2,1-f]isochromene-4a-carboxylate",5.76,CC1C(=O)C2([C@]3(C(CC(=C)[C@@]2(C(=O)O1)C)[C@]4(C=CC(=O)C(C4=C(C3=O)O)(C)C)C)C)C(=O)OC,1
"[(3aR,4S,6E,10Z,11aR)-10-(hydroxymethyl)-6-methyl-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] (Z)-4-acetyloxy-2-(hydroxymethyl)but-2-enoate",3.993,C/C/1=C\CC/C(=C/[C@@H]2[C@@H]([C@H](C1)OC(=O)/C(=C\COC(=O)C)/CO)C(=C)C(=O)O2)/CO,1
Myricetin,2.904,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,1
"N-[3-[5,17-bis[3-[acetyl(hydroxy)amino]propyl]-14-benzyl-8-(hydroxymethyl)-11-(2-methylpropyl)-3,6,9,12,15,18-hexaoxo-1,4,7,10,13,16-hexazacyclooctadec-2-yl]propyl]-N-hydroxyacetamide",3.609,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CO)CCCN(C(=O)C)O)CCCN(C(=O)C)O)CCCN(C(=O)C)O)CC2=CC=CC=C2,2
"2-[4-[4-[3,5-dihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]phenyl]-2,5-bis(4-hydroxyphenyl)oxolan-3-yl]-2,6-dihydroxyphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol",1.587,C1=CC(=CC=C1C2C(C(C(O2)C3=CC=C(C=C3)O)C4=CC(=C(C(=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)C6=CC(=C(C(=C6)O)C7C(C(C(C(O7)CO)O)O)O)O)O,1
"(2R,6R)-6-[(3R,10S,12S,13R,17R)-3-(2-carboxyacetyl)oxy-12-hydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methyl-3-methylideneheptanoic acid",6.061,C[C@H](CCC(=C)[C@@H](C)C(=O)O)[C@H]1CCC2([C@@]1([C@H](CC3=C2CCC4[C@@]3(CC[C@H](C4(C)C)OC(=O)CC(=O)O)C)O)C)C,1
Fallacinol,3.322,COC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,1
Rhodinyl Acetate,5.409,CC(CCC=C(C)C)CCOC(=O)C,1
"6-[(3E,6E)-2,5-dihydroxy-4,6-dimethyl-7-(1,2,4-trimethyl-3,6-dioxabicyclo[3.1.0]hexan-4-yl)hepta-3,6-dien-2-yl]-4-methoxy-3,5-dimethylpyran-2-one",4.039,CC1C2(C(O2)C(O1)(C)/C=C(\C)/C(/C(=C/C(C)(C3=C(C(=C(C(=O)O3)C)OC)C)O)/C)O)C,1
"[(2R)-2-[(E,2S,4R)-4,6-dimethyloct-6-en-2-yl]-6-oxo-2,3-dihydropyran-3-yl] (2E,4E,6S)-8-hydroxy-6-(hydroxymethyl)-4-methylocta-2,4-dienoate",5.687,C/C=C(\C)/C[C@H](C)C[C@H](C)[C@@H]1C(C=CC(=O)O1)OC(=O)/C=C/C(=C/[C@H](CCO)CO)/C,1
"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",2.104,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)CO)O)O)O)O)O,1
(-)-Camphanic acid,1.603,CC1(C2(CCC1(OC2=O)C(=O)O)C)C,1
"(2R)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-2,3-dihydrochromen-4-one",1.713,C[C@@H]1CC(=O)C2=C(C=C(C(=C2O1)CCO)O)OC,1
"[(1S,2R,4aR,8aR)-1-acetyloxy-1,4a-dimethyl-6-oxo-7-propan-2-ylidene-2,3,4,5,8,8a-hexahydronaphthalen-2-yl] 3-acetyloxy-2-hydroxy-2-methylbutanoate",5.427,CC(C(C)(C(=O)O[C@@H]1CC[C@@]2(CC(=O)C(=C(C)C)C[C@H]2[C@]1(C)OC(=O)C)C)O)OC(=O)C,1
Celastrol,6.005,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C)O,1
18b-glycyrrhetinic acid,5.887,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,1
"[(3aS,4S,5S,6E,10Z,11aR)-6-formyl-5-hydroxy-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 2-methylprop-2-enoate",2.368,CC(=C)C(=O)O[C@H]1[C@@H]2[C@@H](/C=C(/CC/C=C(\[C@@H]1O)/C=O)\CO)OC(=O)C2=C,1
"1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-13-[(2-methylpropanoyl)oxy]-5-oxotetracyclo[8.5.0.0ï¿½,?.0ï¿½ï¿½,ï¿½ï¿½]pentadeca-3,8-dien-14-yl (2E)-2-methylbut-2-enoate",5.729,C/C=C(\C)/C(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C(C)C)O)C,1
"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-2,3-dihydrochromen-4-one",4.429,COC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,1
"(Z)-3-[4-methoxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic acid",1.021,COC1=CC(=C(C=C1)/C=C\C(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,1
"methyl 2-(1,3,5-trihydroxy-4a-methyl-8-oxo-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl)prop-2-enoate",0.559,CC12CC(C(C(C1C(=O)CCC2O)O)C(=C)C(=O)OC)O,1
"[(2R,3S,4S,5R,6R)-6-[1,7-bis(4-hydroxyphenyl)-5-oxoheptan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",4.322,C1=CC(=CC=C1CCC(CC(=O)CCC2=CC=C(C=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)/C=C/C4=CC=C(C=C4)O)O)O)O)O,1
"7-ethenyl-1,4a,7-trimethyl-6-oxo-2,3,4,8,8a,9,10,10a-octahydrophenanthrene-1-carboxylic acid",5.609,CC12CCCC(C1CCC3C2=CC(=O)C(C3)(C)C=C)(C)C(=O)O,1
Peucenin,5.666,CC1=CC(=O)C2=C(O1)C=C(C(=C2O)CC=C(C)C)O,1
Scopoletin,1.868,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,1
"6-[[(3S,6aR,6bS,8aR,14bR)-9-hydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[4,5-dihydroxy-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",5.499,CC1C(C(C(C(O1)OC2C(C(COC2OC3C(C(C(OC3O[C@H]4CC[C@]5(C(C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)O)O)O)O)O,1
Corynanthine,5.616,COC(=O)[C@@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,1
DL-Liquiritigenin,5.084,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,1
"[3-hydroxy-2-methyl-4-(7-oxofuro[3,2-g]chromen-9-yl)oxybutan-2-yl] (Z)-2-methylbut-2-enoate",5.429,C/C=C(/C)\C(=O)OC(C)(C)C(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)O,1
Escin,5.333,C/C=C(\C)/C(=O)O[C@H]1[C@@H]([C@@]2([C@@H](C[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)[C@@H]2CC1(C)C)C)O)CO)OC(=O)C,1
"2',4'-Dihydroxychalcone 4'-Glucoside",4.479,C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,1
"7-hydroxy-2,6,9,12,17,17-hexamethyl-22-methylidene-5,16,19,21-tetraoxaheptacyclo[10.8.1.1ï¿½,?.0ï¿½,ï¿½ï¿½.0ï¿½,?.0ï¿½ï¿½,ï¿½?.0ï¿½?,ï¿½?]docos-13-ene-4,8,15-trione",5.452,CC1C2(C(=O)C3(CC4C(C2(C3=C)C(=O)O1)(C5C6C7(O6)C(=CC(=O)OC7(C)C)C4(O5)C)C)C)O,2
